account,out_degree,in_degree,total_degree,component_size
C412279000,0,1,1,2
C729004766,1,0,1,2
M1572288736,0,1,1,2
C1978106080,1,0,1,2
M1786515103,0,1,1,2
C2068235070,1,0,1,3
C1928472714,0,2,2,3
C1827107964,1,0,1,2
M1244202092,0,1,1,2
C378657529,1,0,1,2
C970114000,0,1,1,2
C1216945049,1,0,1,3
C781896287,1,0,1,2
C519481926,0,1,1,2
C866598421,1,0,1,4
C758592259,1,0,1,2
M1342778984,0,1,1,2
C2040182309,1,0,1,2
C156451358,0,1,1,2
C524788675,1,0,1,2
C197873807,0,1,1,2
C1850158936,1,0,1,2
C396685541,0,1,1,2
C155051060,1,0,1,4
C2069858366,0,3,3,4
C1106449253,1,0,1,2
M631864254,0,1,1,2
C10718011,1,0,1,5
C883711371,1,0,1,3
C1406462173,1,0,1,4
C1766412743,0,3,3,4
C244831528,1,0,1,3
C1378215782,0,2,2,3
C370131482,1,0,1,2
C222895795,0,1,1,2
C504174847,1,0,1,3
C666678264,1,0,1,2
M458802537,0,1,1,2
C584169653,1,0,1,2
M765758592,0,1,1,2
C69956995,1,0,1,2
M181959084,0,1,1,2
C2099438420,1,0,1,2
M1432245451,0,1,1,2
C2030967930,1,0,1,2
M1723432342,0,1,1,2
C1724617586,1,0,1,2
M1441910157,0,1,1,2
C1241932945,1,0,1,2
M1847820255,0,1,1,2
C1197781119,1,0,1,2
M1588095495,0,1,1,2
C1776845101,1,0,1,2
C1134539817,0,1,1,2
C409223200,1,0,1,2
M248730209,0,1,1,2
C1486591337,1,0,1,5
C2048953184,1,0,1,2
M1097575284,0,1,1,2
C101314385,1,0,1,2
M712505044,0,1,1,2
C1301575322,1,0,1,2
C1023952148,0,1,1,2
C140944265,1,0,1,2
C1072322306,0,1,1,2
C994829530,1,0,1,2
C1186925663,0,1,1,2
C549767597,1,0,1,2
C674370540,0,1,1,2
C410707301,1,0,1,2
M763452643,0,1,1,2
C204654003,1,0,1,2
M1620401007,0,1,1,2
C928046557,1,0,1,2
M1240270235,0,1,1,2
C806829228,1,0,1,4
C1187497097,0,3,3,4
C1036537605,1,0,1,3
C2053478872,0,2,2,3
C753034799,1,0,1,4
C155091072,1,0,1,3
C699064996,0,2,2,3
C1190194597,1,0,1,3
C1820047940,0,2,2,3
C563777089,1,0,1,2
C931432756,0,1,1,2
C733938302,1,0,1,2
M1782718205,0,1,1,2
C1440372330,1,0,1,2
C423973896,0,1,1,2
C143032468,1,0,1,3
C1134476359,1,0,1,2
C511822650,0,1,1,2
C1349434489,1,0,1,2
M1066520562,0,1,1,2
C1693236544,1,0,1,2
M1972476674,0,1,1,2
C1999544780,1,0,1,2
C1699762625,0,1,1,2
C1437475498,1,0,1,3
C253041930,1,0,1,2
M24326189,0,1,1,2
C1710959346,1,0,1,2
M980130808,0,1,1,2
C1792419331,1,0,1,2
C575369520,0,1,1,2
C1980671032,1,0,1,4
C2123049754,1,0,1,5
C2028865728,1,0,1,2
M1968880955,0,1,1,2
C920341548,1,0,1,2
C857184369,0,1,1,2
C1841469842,1,0,1,3
C311896135,0,2,2,3
C982341489,1,0,1,3
C1830641888,0,2,2,3
C1381437899,1,0,1,3
C710296780,1,0,1,2
M1813625845,0,1,1,2
C1037255477,1,0,1,2
M654455405,0,1,1,2
C163590182,1,0,1,2
M399189450,0,1,1,2
C1159251093,1,0,1,2
M127679466,0,1,1,2
C726374925,1,0,1,2
M430193965,0,1,1,2
C160993108,1,0,1,2
C104498199,0,1,1,2
C198597448,1,0,1,3
C621811785,0,2,2,3
C2071834587,1,0,1,3
C95556418,1,0,1,2
M1972915209,0,1,1,2
C2569067,1,0,1,2
M143104401,0,1,1,2
C925736268,1,0,1,2
C1644349571,0,1,1,2
C1410964488,1,0,1,2
C1538638084,0,1,1,2
C445322881,1,0,1,4
C821785713,1,0,1,2
C956338890,0,1,1,2
C2030033919,1,0,1,2
C1483096389,0,1,1,2
C936935286,1,0,1,2
C1326975299,0,1,1,2
C2026352971,1,0,1,5
C504458238,1,0,1,4
C2116164687,1,0,1,2
C216555251,0,1,1,2
C963145975,1,0,1,2
M89188835,0,1,1,2
C1484269540,1,0,1,3
C124374099,0,2,2,3
C373597184,1,0,1,3
C478414820,1,0,1,2
C496752820,0,1,1,2
C819954502,1,0,1,2
M223239017,0,1,1,2
C1320213332,1,0,1,2
M97456778,0,1,1,2
C2116284514,1,0,1,3
C2026674671,1,0,1,3
C160176057,1,0,1,2
C1199326141,0,1,1,2
C567701482,1,0,1,2
C259700053,0,1,1,2
C1474145168,1,0,1,2
M315596057,0,1,1,2
C1511645292,1,0,1,2
M826156187,0,1,1,2
C2050759561,1,0,1,2
C1699874777,0,1,1,2
C498145201,1,0,1,2
C641322690,0,1,1,2
C1597280961,1,0,1,2
C1107384269,0,1,1,2
C764622690,1,0,1,2
M77596240,0,1,1,2
C186051834,1,0,1,4
C163122699,1,0,1,2
M982718754,0,1,1,2
C434148400,1,0,1,3
C1109974416,1,0,1,2
M740724700,0,1,1,2
C1346190136,1,0,1,2
M856695211,0,1,1,2
C910074184,1,0,1,2
M1769691102,0,1,1,2
C1719496072,1,0,1,5
C1812375873,1,0,1,2
M695266704,0,1,1,2
C437921344,1,0,1,2
C2053839771,0,1,1,2
C1140266125,1,0,1,2
M353514163,0,1,1,2
C252044035,1,0,1,2
C1509939535,0,1,1,2
C2041661779,1,0,1,3
C174510101,0,2,2,3
C1485449265,1,0,1,2
C2035934613,0,1,1,2
C776149007,1,0,1,2
C1704629542,0,1,1,2
C742807288,1,0,1,3
C48799059,0,2,2,3
C1850244865,1,0,1,2
C950635083,0,1,1,2
C562517128,1,0,1,2
M713904989,0,1,1,2
C1608174044,1,0,1,2
M649678307,0,1,1,2
C828842068,1,0,1,3
C1295553996,0,2,2,3
C654536771,1,0,1,2
M55253655,0,1,1,2
C130634138,1,0,1,2
C1720984350,0,1,1,2
C505687631,1,0,1,4
C1280479328,1,0,1,3
C1485577211,1,0,1,2
M859376363,0,1,1,2
C1034891352,1,0,1,2
C1691080069,0,1,1,2
C2080819469,1,0,1,2
C399185198,0,1,1,2
C1804821581,1,0,1,2
M1813609270,0,1,1,2
C529009355,1,0,1,3
C1323056868,0,2,2,3
C1060738802,1,0,1,2
C254195118,0,1,1,2
C607048594,1,0,1,4
C838567999,1,0,1,2
M1625534375,0,1,1,2
C585885635,1,0,1,2
M1879434871,0,1,1,2
C457232917,1,0,1,2
M1383374798,0,1,1,2
C430639782,1,0,1,2
M1405016612,0,1,1,2
C976700384,1,0,1,2
M683709176,0,1,1,2
C1652172172,1,0,1,2
M2003899454,0,1,1,2
C1669759769,1,0,1,2
M1187592840,0,1,1,2
C434953204,1,0,1,2
C670782065,0,1,1,2
C907588898,1,0,1,2
M931343842,0,1,1,2
C948357775,1,0,1,2
C579659331,0,1,1,2
C132261734,1,0,1,3
C790368115,1,0,1,2
C477748059,0,1,1,2
C1420196356,1,0,1,2
C1447732816,0,1,1,2
C1686983717,1,0,1,2
M104416738,0,1,1,2
C124063962,1,0,1,2
C1708966026,0,1,1,2
C534486730,1,0,1,2
C26913588,0,1,1,2
C642039876,1,0,1,2
M189950861,0,1,1,2
C25479505,1,0,1,2
M1614900154,0,1,1,2
C975885462,1,0,1,7
C1532807784,1,0,1,2
C965681584,0,1,1,2
C1865107407,1,0,1,2
M255465021,0,1,1,2
C1056805529,1,0,1,2
C1311156843,0,1,1,2
C1077074588,1,0,1,2
C1371360536,0,1,1,2
C770261244,1,0,1,2
C1230535700,0,1,1,2
C1860827632,1,0,1,3
C1686290947,0,2,2,3
C872616743,1,0,1,2
M186779905,0,1,1,2
C885096462,1,0,1,2
C1400135718,0,1,1,2
C1331471073,1,0,1,2
C366509615,0,1,1,2
C160053660,1,0,1,2
C252482913,0,1,1,2
C946951559,1,0,1,2
M2024673811,0,1,1,2
C145961887,1,0,1,2
M1993430821,0,1,1,2
C1379582720,1,0,1,2
M1285164605,0,1,1,2
C1289101020,1,0,1,2
M814259784,0,1,1,2
C162626299,1,0,1,6
C167463665,1,0,1,2
M2015556904,0,1,1,2
C1328703810,1,0,1,2
C299097219,0,1,1,2
C415987595,1,0,1,3
C1766992416,0,2,2,3
C278678079,1,0,1,2
M2038310875,0,1,1,2
C1556772209,1,0,1,3
C201447451,1,0,1,3
C977702136,1,0,1,2
M2116407053,0,1,1,2
C1114785500,1,0,1,2
C285041377,0,1,1,2
C183482162,1,0,1,2
M1754819665,0,1,1,2
C279258854,1,0,1,2
C57244189,0,1,1,2
C455727479,1,0,1,2
C1150068196,0,1,1,2
C616374641,1,0,1,2
C1546274369,0,1,1,2
C1520802261,1,0,1,2
M1486063037,0,1,1,2
C770123307,1,0,1,4
C1253062455,1,0,1,2
C2119596256,0,1,1,2
C1166436521,1,0,1,4
C454893806,0,3,3,4
C973094056,1,0,1,2
C1021518016,0,1,1,2
C38955607,1,0,1,2
M662971129,0,1,1,2
C104777750,1,0,1,2
C1268626759,0,1,1,2
C1488294911,1,0,1,2
C1367422608,0,1,1,2
C912334492,1,0,1,2
M1060540566,0,1,1,2
C88754506,1,0,1,3
C387781401,0,2,2,3
C1484675294,1,0,1,2
C796765223,0,1,1,2
C1779479345,1,0,1,3
C1487132719,1,0,1,4
C2108271908,1,0,1,2
C1851701334,0,1,1,2
C1881516518,1,0,1,2
M179058062,0,1,1,2
C1331071102,1,0,1,3
C1590414006,0,2,2,3
C1286176843,1,0,1,4
C521592011,0,3,3,4
C1604675711,1,0,1,2
M1984611729,0,1,1,2
C565472919,1,0,1,2
C541111606,0,1,1,2
C2079394890,1,0,1,7
C883044188,1,0,1,3
C1591980149,0,2,2,3
C1288924571,1,0,1,2
C1728636619,0,1,1,2
C1913450106,1,0,1,2
M279168354,0,1,1,2
C1386269048,1,0,1,2
C1347516418,0,1,1,2
C854963059,1,0,1,2
M2095269234,0,1,1,2
C1619582455,1,0,1,4
C353435483,1,0,1,2
M1426327597,0,1,1,2
C342568138,1,0,1,2
C1926879492,0,1,1,2
C35760363,1,0,1,2
M1184388911,0,1,1,2
C319468083,1,0,1,2
C458130721,0,1,1,2
C537058778,1,0,1,3
C2031489550,0,2,2,3
C1938614749,1,0,1,2
C1680860645,0,1,1,2
C1452198472,1,0,1,3
C341985336,0,2,2,3
C2070239796,1,0,1,2
M967531632,0,1,1,2
C499485481,1,0,1,2
M1118990699,0,1,1,2
C652259546,1,0,1,2
C710397720,0,1,1,2
C158088988,1,0,1,3
C1993440999,0,2,2,3
C556305953,1,0,1,2
M1500185953,0,1,1,2
C146216334,1,0,1,2
M596859121,0,1,1,2
C1627801148,1,0,1,4
C1299448110,1,0,1,2
M322359338,0,1,1,2
C1844622528,1,0,1,4
C974449360,1,0,1,4
C234564519,1,0,1,2
C784096543,0,1,1,2
C2081916548,1,0,1,3
C1088285983,1,0,1,4
C1110476570,1,0,1,2
M655457198,0,1,1,2
C681093862,1,0,1,2
M1970618578,0,1,1,2
C580228147,1,0,1,6
C1067829420,1,0,1,3
C1875191720,0,2,2,3
C1137787465,1,0,1,5
C681640792,1,0,1,2
C1510849707,0,1,1,2
C1110171722,1,0,1,2
C678404812,0,1,1,2
C983491542,1,0,1,2
C1353622118,0,1,1,2
C543618505,1,0,1,2
C139419162,0,1,1,2
C720837491,1,0,1,7
C2046720035,1,0,1,2
M276593753,0,1,1,2
C693228550,1,0,1,2
M1717464528,0,1,1,2
C1865278470,1,0,1,4
C741319083,0,3,3,4
C747218387,1,0,1,5
C2079031105,1,0,1,2
C1338123220,0,1,1,2
C259321144,1,0,1,2
C816052409,0,1,1,2
C1521130188,1,0,1,3
C1189572632,1,0,1,2
C837054673,0,1,1,2
C238843175,1,0,1,3
C427673881,0,2,2,3
C1579826802,1,0,1,2
M2042807852,0,1,1,2
C1332404425,1,0,1,2
C1758006398,0,1,1,2
C942820241,1,0,1,2
C1563964387,0,1,1,2
C1202139562,1,0,1,2
M230648392,0,1,1,2
C546820145,1,0,1,2
C484386260,0,1,1,2
C136909799,1,0,1,2
C1533554879,0,1,1,2
C512131338,1,0,1,2
C1103765070,0,1,1,2
C166078052,1,0,1,2
C1572538090,0,1,1,2
C1955522072,1,0,1,4
C1410095154,0,3,3,4
C363381378,1,0,1,2
M473018234,0,1,1,2
C1004846214,1,0,1,2
M2117564809,0,1,1,2
C2077553821,1,0,1,2
M264463711,0,1,1,2
C1169676045,1,0,1,2
C1690164570,0,1,1,2
C1695092269,1,0,1,2
C1134359625,0,1,1,2
C1915282526,1,0,1,2
C1789140712,0,1,1,2
C1001822076,1,0,1,2
M2137314664,0,1,1,2
C168700858,1,0,1,2
M1831532465,0,1,1,2
C919043310,1,0,1,2
C593328726,0,1,1,2
C555409673,1,0,1,2
C1490738488,0,1,1,2
C986048225,1,0,1,2
M2117254648,0,1,1,2
C1806923894,1,0,1,2
C82464679,0,1,1,2
C530399602,1,0,1,2
M816890124,0,1,1,2
C917133897,1,0,1,2
C1511930710,0,1,1,2
C1667492096,1,0,1,2
C28011575,0,1,1,2
C311038236,1,0,1,3
C1499507240,0,2,2,3
C1234758483,1,0,1,2
M2106298385,0,1,1,2
C1171860300,1,0,1,7
C263002680,1,0,1,2
C1506755036,0,1,1,2
C358068883,1,0,1,3
C1057417375,0,2,2,3
C445512296,1,0,1,2
C1537764518,0,1,1,2
C1813740912,1,0,1,2
C763826502,0,1,1,2
C426702561,1,0,1,3
C664482440,1,0,1,2
C1855004964,0,1,1,2
C648383593,1,0,1,2
C2041526752,0,1,1,2
C1625262503,1,0,1,3
C43719949,0,2,2,3
C1331299791,1,0,1,2
C1505383214,0,1,1,2
C993464011,1,0,1,2
M256758590,0,1,1,2
C1615381016,1,0,1,2
C765475779,0,1,1,2
C1658279765,1,0,1,2
C161105599,0,1,1,2
C106591767,1,0,1,2
C859429527,0,1,1,2
C546984597,1,0,1,4
C242619213,0,3,3,4
C1652096152,1,0,1,2
C272032524,0,1,1,2
C395728162,1,0,1,2
C2111803596,0,1,1,2
C1758669891,1,0,1,2
M1204914113,0,1,1,2
C1188614858,1,0,1,2
C1001003929,0,1,1,2
C957384176,1,0,1,2
M171120331,0,1,1,2
C644991280,1,0,1,2
C476087363,0,1,1,2
C811429097,1,0,1,2
C1660027470,0,1,1,2
C569594815,1,0,1,2
C845015198,0,1,1,2
C1895511517,1,0,1,3
C1562137241,0,2,2,3
C921631883,1,0,1,4
C1793398128,1,0,1,2
M898600033,0,1,1,2
C575745235,1,0,1,5
C544566111,1,0,1,2
C730541545,0,1,1,2
C57430026,1,0,1,2
C682146688,0,1,1,2
C1834826868,1,0,1,2
C1731219718,0,1,1,2
C853215995,1,0,1,2
M723050167,0,1,1,2
C170138991,1,0,1,3
C1508683949,1,0,1,3
C1258638730,1,0,1,4
C1372317709,1,0,1,2
C721255514,0,1,1,2
C1416150497,1,0,1,4
C920872503,1,0,1,2
C1210052028,0,1,1,2
C247286318,1,0,1,2
C1302031493,0,1,1,2
C2131369361,1,0,1,3
C1729847216,0,2,2,3
C343125098,1,0,1,3
C136872605,1,0,1,2
M560805845,0,1,1,2
C1005636676,1,0,1,2
C1318166024,0,1,1,2
C581814674,1,0,1,2
C212526350,0,1,1,2
C1140650434,1,0,1,2
M55556788,0,1,1,2
C207517334,1,0,1,3
C1239464625,1,0,1,4
C1763111479,1,0,1,4
C1784823824,1,0,1,3
C1589547066,0,2,2,3
C1030864323,1,0,1,2
C517037148,0,1,1,2
C1380539889,1,0,1,2
M674388271,0,1,1,2
C1212822865,1,0,1,2
C617128868,0,1,1,2
C1743148461,1,0,1,2
M312979010,0,1,1,2
C313638410,1,0,1,3
C1740257001,0,2,2,3
C536180413,1,0,1,2
C1500415712,0,1,1,2
C1581445000,1,0,1,2
C1933007669,0,1,1,2
C336097836,1,0,1,2
C1475753112,0,1,1,2
C827258634,1,0,1,3
C102726454,1,0,1,2
C1924035010,0,1,1,2
C184473703,1,0,1,2
C603827383,0,1,1,2
C1341381955,1,0,1,2
M1713639800,0,1,1,2
C984865190,1,0,1,2
M720742385,0,1,1,2
C2112339696,1,0,1,2
M642673646,0,1,1,2
C466220334,1,0,1,2
M586403091,0,1,1,2
C2115311585,1,0,1,2
M1450370387,0,1,1,2
C1975636701,1,0,1,2
C2114835508,0,1,1,2
C831235866,1,0,1,2
M1361621874,0,1,1,2
C520384772,1,0,1,2
M1968077426,0,1,1,2
C733465012,1,0,1,2
M93878064,0,1,1,2
C1854951819,1,0,1,2
M815276201,0,1,1,2
C1512856952,1,0,1,2
C1553832500,0,1,1,2
C1245442224,1,0,1,2
C1605995393,0,1,1,2
C1187214957,1,0,1,2
C1142340354,0,1,1,2
C339555107,1,0,1,2
C2111525956,0,1,1,2
C1878676195,1,0,1,2
C484395331,0,1,1,2
C662755519,1,0,1,2
C982562118,0,1,1,2
C1518462715,1,0,1,2
C821619166,0,1,1,2
C571316720,1,0,1,5
C486382153,1,0,1,2
M1920408196,0,1,1,2
C1248347760,1,0,1,2
C561077515,0,1,1,2
C1916988135,1,0,1,2
C604722062,0,1,1,2
C718751081,1,0,1,3
C2044801629,0,2,2,3
C1836716444,1,0,1,2
M1758678938,0,1,1,2
C1071393898,1,0,1,2
C461995821,0,1,1,2
C898054760,1,0,1,2
M1792296826,0,1,1,2
C765005899,1,0,1,6
C841803730,1,0,1,3
C53292300,0,2,2,3
C1772731021,1,0,1,3
C1223591088,0,2,2,3
C506348863,1,0,1,4
C207745713,1,0,1,2
M1672561080,0,1,1,2
C1364982590,1,0,1,3
C1978365124,1,0,1,2
C526102643,0,1,1,2
C1519515957,1,0,1,2
M1582564158,0,1,1,2
C1219332291,1,0,1,2
M377290336,0,1,1,2
C443202609,1,0,1,2
M1399558058,0,1,1,2
C675661052,1,0,1,2
M851613855,0,1,1,2
C487556797,1,0,1,2
C1146316034,0,1,1,2
C921758994,1,0,1,3
C22668374,1,0,1,2
C969058325,0,1,1,2
C1307374812,1,0,1,2
M583973421,0,1,1,2
C1687985315,1,0,1,2
M857703721,0,1,1,2
C1982432654,1,0,1,6
C70642035,1,0,1,2
M205172486,0,1,1,2
C1266222135,1,0,1,3
C2142387063,0,2,2,3
C604158008,1,0,1,2
M248250543,0,1,1,2
C1962783253,1,0,1,2
M1403908945,0,1,1,2
C76010575,1,0,1,2
C158458525,0,1,1,2
C772649798,1,0,1,2
C1874374735,0,1,1,2
C461657951,1,0,1,2
C1761326743,0,1,1,2
C1733680,1,0,1,2
C851191736,0,1,1,2
C940785744,1,0,1,2
M636010270,0,1,1,2
C84211384,1,0,1,2
M492024504,0,1,1,2
C460533283,1,0,1,2
C416647314,0,1,1,2
C1505451688,1,0,1,2
C1321010592,0,1,1,2
C1493159359,1,0,1,2
C168928652,0,1,1,2
C658946264,1,0,1,5
C744391907,1,0,1,2
M1793365,0,1,1,2
C404145620,1,0,1,2
M1923422540,0,1,1,2
C2056477582,1,0,1,3
C1103867936,0,2,2,3
C275280188,1,0,1,2
C807742294,0,1,1,2
C1299172305,1,0,1,4
C538554529,1,0,1,2
C959946090,0,1,1,2
C1233885835,1,0,1,3
C1742508195,0,2,2,3
C1732288438,1,0,1,5
C927931564,1,0,1,2
C1852466747,0,1,1,2
C8407880,1,0,1,2
C889065785,0,1,1,2
C1418041133,1,0,1,2
C405557004,0,1,1,2
C1411114032,1,0,1,4
C1301620479,1,0,1,2
C1044225979,0,1,1,2
C227814483,1,0,1,2
M1763299117,0,1,1,2
C371815408,1,0,1,4
C216590054,1,0,1,2
C1374383752,0,1,1,2
C43605951,1,0,1,3
C786686570,1,0,1,2
M1146015525,0,1,1,2
C1884005283,1,0,1,3
C1760202714,0,2,2,3
C1172768383,1,0,1,2
C530754122,0,1,1,2
C857006635,1,0,1,4
C22367183,1,0,1,2
C1377426350,0,1,1,2
C439466604,1,0,1,2
C1707001698,0,1,1,2
C1599183931,1,0,1,2
C1369653951,0,1,1,2
C1160761385,1,0,1,2
C243945070,0,1,1,2
C1617296409,1,0,1,2
C548448128,0,1,1,2
C1563588144,1,0,1,2
C585640181,0,1,1,2
C1525564318,1,0,1,2
C1007205769,0,1,1,2
C592591153,1,0,1,2
C750503641,0,1,1,2
C1029781584,1,0,1,4
C1241134112,0,3,3,4
C1147748725,1,0,1,2
C917877208,0,1,1,2
C1781043275,1,0,1,2
C782879091,0,1,1,2
C1177975403,1,0,1,3
C2033612368,1,0,1,2
C1319798723,0,1,1,2
C1000592747,1,0,1,2
C896242158,0,1,1,2
C719514542,1,0,1,2
C1177736855,0,1,1,2
C666844701,1,0,1,2
C789297938,0,1,1,2
C442117847,1,0,1,2
M792698740,0,1,1,2
C855116872,1,0,1,2
M340530371,0,1,1,2
C1384613934,1,0,1,2
C1937618472,0,1,1,2
C1898929990,1,0,1,3
C896234413,1,0,1,2
M588544145,0,1,1,2
C843088611,1,0,1,2
C1427185667,0,1,1,2
C418891011,1,0,1,2
C116520183,0,1,1,2
C1359503633,1,0,1,3
C2133687761,0,2,2,3
C1382050128,1,0,1,2
M743987739,0,1,1,2
C973202661,1,0,1,3
C1425220216,0,2,2,3
C1671290152,1,0,1,2
C1228525626,0,1,1,2
C1645703482,1,0,1,2
M1858697921,0,1,1,2
C828376906,1,0,1,2
C1011772652,0,1,1,2
C385710276,1,0,1,2
M1252554992,0,1,1,2
C64244867,1,0,1,2
M1258868369,0,1,1,2
C597558896,1,0,1,2
M846196496,0,1,1,2
C55710205,1,0,1,2
M1118007389,0,1,1,2
C2082295128,1,0,1,2
C1690521412,0,1,1,2
C589876311,1,0,1,3
C1038796864,1,0,1,2
M1084212872,0,1,1,2
C967884853,1,0,1,2
M867549354,0,1,1,2
C2055275454,1,0,1,2
C1171609302,0,1,1,2
C1633949498,1,0,1,2
M2099299565,0,1,1,2
C1948321865,1,0,1,2
C1043596807,0,1,1,2
C1576901265,1,0,1,2
C1216750216,0,1,1,2
C1782915778,1,0,1,2
C2017385756,0,1,1,2
C1117597968,1,0,1,2
C1125866611,0,1,1,2
C2007113983,1,0,1,2
M760169875,0,1,1,2
C833163143,1,0,1,2
C1632821371,0,1,1,2
C418130472,1,0,1,3
C994399497,1,0,1,2
C1124770266,0,1,1,2
C1628797300,1,0,1,2
M2029560995,0,1,1,2
C1055574116,1,0,1,2
M1576464194,0,1,1,2
C851858652,1,0,1,3
C657767407,0,2,2,3
C585226325,1,0,1,2
C80182444,0,1,1,2
C727284257,1,0,1,2
M602513415,0,1,1,2
C1502381550,1,0,1,2
M1900067527,0,1,1,2
C655926076,1,0,1,2
C334680634,0,1,1,2
C1300651425,1,0,1,2
C1058265005,0,1,1,2
C418864270,1,0,1,4
C823804206,1,0,1,2
C1988186378,0,1,1,2
C1207956688,1,0,1,2
M766508170,0,1,1,2
C1735458074,1,0,1,2
M1289776460,0,1,1,2
C1911347755,1,0,1,3
C300655327,0,2,2,3
C1405957216,1,0,1,3
C1294453276,0,2,2,3
C1052429848,1,0,1,3
C1490709893,0,2,2,3
C730239244,1,0,1,2
C371917971,0,1,1,2
C1035529890,1,0,1,3
C34896636,1,0,1,3
C1083890112,0,2,2,3
C1758337889,1,0,1,2
C892222043,0,1,1,2
C1736526046,1,0,1,2
C1619331169,0,1,1,2
C814696238,1,0,1,2
C940309123,0,1,1,2
C670271836,1,0,1,2
C1507490093,0,1,1,2
C1862688486,1,0,1,2
C1716676745,0,1,1,2
C1326323997,1,0,1,2
M607182368,0,1,1,2
C294703473,1,0,1,2
C883598077,0,1,1,2
C1907192194,1,0,1,3
C670599345,1,0,1,2
M2078844962,0,1,1,2
C1657092824,1,0,1,3
C1545316841,0,2,2,3
C263935752,1,0,1,3
C803139535,1,0,1,3
C1062132069,1,0,1,2
M1814963878,0,1,1,2
C1684601882,1,0,1,3
C5533778,0,2,2,3
C1445437580,1,0,1,2
C1415699564,0,1,1,2
C360402761,1,0,1,3
C666724878,0,2,2,3
C67122751,1,0,1,2
C1542925204,0,1,1,2
C1874589684,1,0,1,3
C1514764758,0,2,2,3
C1128864152,1,0,1,2
M592816963,0,1,1,2
C1719870148,1,0,1,4
C566200470,0,3,3,4
C1933779220,1,0,1,2
C1631004138,0,1,1,2
C953785971,1,0,1,2
C1907116464,0,1,1,2
C842262201,1,0,1,2
C1942443476,0,1,1,2
C1148971919,1,0,1,2
M1839722282,0,1,1,2
C565965649,1,0,1,3
C1413204642,1,0,1,2
C706236447,0,1,1,2
C1832759487,1,0,1,2
M370447324,0,1,1,2
C49681371,1,0,1,2
C812959292,0,1,1,2
C589354300,1,0,1,3
C405576809,0,2,2,3
C1742034800,1,0,1,2
M926045885,0,1,1,2
C1085991858,1,0,1,3
C1864446202,0,2,2,3
C1497900516,1,0,1,2
M297639248,0,1,1,2
C903314659,1,0,1,2
M733106452,0,1,1,2
C1052650271,1,0,1,3
C751835914,1,0,1,2
C933908474,0,1,1,2
C250154144,1,0,1,2
M362515927,0,1,1,2
C2020447535,1,0,1,2
M2033101509,0,1,1,2
C356279318,1,0,1,2
M1304815194,0,1,1,2
C1364859996,1,0,1,2
M1192210993,0,1,1,2
C452266769,1,0,1,2
C832835932,0,1,1,2
C1445154195,1,0,1,3
C1142601252,0,2,2,3
C176026179,1,0,1,2
M1204715348,0,1,1,2
C1616282288,1,0,1,2
C1708694695,0,1,1,2
C1727454035,1,0,1,2
M817047612,0,1,1,2
C2107203813,1,0,1,2
C2127388132,0,1,1,2
C325826458,1,0,1,4
C363957209,1,0,1,2
M772946903,0,1,1,2
C816455959,1,0,1,2
C1964839196,0,1,1,2
C5211601,1,0,1,5
C306936944,1,0,1,2
C1285540740,0,1,1,2
C1293690500,1,0,1,2
M1644908350,0,1,1,2
C247953441,1,0,1,2
C1290347563,0,1,1,2
C1993909221,1,0,1,2
C522207417,0,1,1,2
C1540038462,1,0,1,3
C955433178,0,2,2,3
C1598713549,1,0,1,2
M2108230591,0,1,1,2
C690755712,1,0,1,2
C246166594,0,1,1,2
C1644184294,1,0,1,2
M1750220523,0,1,1,2
C1263089175,1,0,1,5
C785959460,1,0,1,2
M1349550871,0,1,1,2
C1809002738,1,0,1,2
M2059566224,0,1,1,2
C1356100596,1,0,1,2
M1426504839,0,1,1,2
C1071018732,1,0,1,2
C1499578767,0,1,1,2
C1566453822,1,0,1,4
C1422409090,0,3,3,4
C866418376,1,0,1,2
M630227557,0,1,1,2
C1173394230,1,0,1,2
M481917600,0,1,1,2
C460767151,1,0,1,2
M1786507569,0,1,1,2
C192610582,1,0,1,2
M430185531,0,1,1,2
C1587625291,1,0,1,2
M1936842938,0,1,1,2
C740597133,1,0,1,3
C2085005179,1,0,1,3
C163954034,1,0,1,2
C619716246,0,1,1,2
C1760558784,1,0,1,2
C1933096721,0,1,1,2
C846003347,1,0,1,2
M209855095,0,1,1,2
C1090113186,1,0,1,2
M1711705695,0,1,1,2
C1337995574,1,0,1,2
M1429895577,0,1,1,2
C237128621,1,0,1,5
C755778762,1,0,1,2
C1682608629,0,1,1,2
C1288597454,1,0,1,2
M860409317,0,1,1,2
C1536389308,1,0,1,3
C1049528331,1,0,1,2
C1879313717,0,1,1,2
C2044689754,1,0,1,2
M1554400326,0,1,1,2
C1776809604,1,0,1,4
C1237617350,1,0,1,2
C1939466886,0,1,1,2
C1804397362,1,0,1,3
C246785519,0,2,2,3
C1005675607,1,0,1,5
C584381125,1,0,1,7
C978187007,1,0,1,3
C2111660902,1,0,1,2
C841013992,0,1,1,2
C591358331,1,0,1,3
C1611739325,1,0,1,4
C962120855,0,3,3,4
C1621611268,1,0,1,2
M868648471,0,1,1,2
C3356638,1,0,1,7
C648246006,1,0,1,2
M1677644616,0,1,1,2
C1828129027,1,0,1,3
C2023720502,0,2,2,3
C1377066105,1,0,1,2
C1296317749,0,1,1,2
C1162010258,1,0,1,2
M1519000511,0,1,1,2
C1690499438,1,0,1,3
C279884608,1,0,1,2
